protein_id,GOs_eggnog,ko_eggnog,GO_process,GO_component,GO_function,gene,GOs_interpro
WP_250125973.1,"GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015935,GO:0019538,GO:0022613,GO:0032991,GO:0034641,GO:0034645,GO:0042254,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044446,GO:0044464,GO:0071704,GO:0071840,GO:1901564,GO:1901566,GO:1901576,GO:1990904",ko:K02952,['GO:0006412 - translation [Evidence IEA]'],['GO:0022627 - cytosolic small ribosomal subunit [Evidence IEA]'],['GO:0003735 - structural constituent of ribosome [Evidence IEA]'],rpsM,GO:0003676(InterPro)
WP_250125974.1,-,ko:K02919,['GO:0006412 - translation [Evidence IEA]'],['GO:0005840 - ribosome [Evidence IEA]'],['GO:0003735 - structural constituent of ribosome [Evidence IEA]'],rpmJ,GO:0003735(InterPro)|GO:0005840(InterPro)|GO:0006412(InterPro)
WP_250125975.1,-,ko:K00939,,,,None,-
WP_250125976.1,-,ko:K03076,['GO:0043952 - protein transport by the Sec complex [Evidence IEA]'],['GO:0005886 - plasma membrane [Evidence IEA]'],['GO:0015450 - protein-transporting ATPase activity [Evidence IEA]'],secY,GO:0015031(InterPro)|GO:0016020(InterPro)
WP_250125977.1,"GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0015934,GO:0022625,GO:0022626,GO:0032991,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:1990904",ko:K02876,['GO:0006412 - translation [Evidence IEA]'],"['GO:0000315 - organellar large ribosomal subunit [Evidence IEA]', 'GO:0022625 - cytosolic large ribosomal subunit [Evidence IEA]']",['GO:0003735 - structural constituent of ribosome [Evidence IEA]'],rplO,-
WP_250125978.1,"GO:0003674,GO:0003735,GO:0005198,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0019538,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0071704,GO:1901564,GO:1901566,GO:1901576",ko:K02988,['GO:0006412 - translation [Evidence IEA]'],"['GO:0000312 - plastid small ribosomal subunit [Evidence IEA]', 'GO:0022627 - cytosolic small ribosomal subunit [Evidence IEA]']",['GO:0003735 - structural constituent of ribosome [Evidence IEA]'],rpsE,GO:0003723(InterPro)|GO:0003735(InterPro)|GO:0005840(InterPro)|GO:0006412(InterPro)
WP_250125979.1,"GO:0003674,GO:0003676,GO:0003723,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0008097,GO:0015934,GO:0019843,GO:0022625,GO:0022626,GO:0032991,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0097159,GO:1901363,GO:1990904",ko:K02881,['GO:0006412 - translation [Evidence IEA]'],"['GO:0000315 - organellar large ribosomal subunit [Evidence IEA]', 'GO:0022625 - cytosolic large ribosomal subunit [Evidence IEA]']",['GO:0003735 - structural constituent of ribosome [Evidence IEA]'],rplR,GO:0003735(InterPro)|GO:0005840(InterPro)|GO:0006412(InterPro)
WP_250125980.1,"GO:0002181,GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015934,GO:0019538,GO:0022625,GO:0022626,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0071704,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904",ko:K02933,['GO:0006412 - translation [Evidence IEA]'],['GO:0022625 - cytosolic large ribosomal subunit [Evidence IEA]'],"['GO:0003735 - structural constituent of ribosome [Evidence IEA]', 'GO:0019843 - rRNA binding [Evidence IEA]']",rplF,GO:0003735(InterPro)|GO:0005840(InterPro)|GO:0006412(InterPro)|GO:0019843(InterPro)
WP_250125981.1,"GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0015935,GO:0022626,GO:0022627,GO:0032991,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:1990904",ko:K02994,['GO:0006412 - translation [Evidence IEA]'],['GO:0005840 - ribosome [Evidence IEA]'],['GO:0003735 - structural constituent of ribosome [Evidence IEA]'],rpsH,-
WP_250125982.1,"GO:0000027,GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015934,GO:0016043,GO:0019538,GO:0022607,GO:0022613,GO:0022618,GO:0022625,GO:0022626,GO:0032991,GO:0034622,GO:0034641,GO:0034645,GO:0042254,GO:0042255,GO:0042273,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0065003,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904",ko:K02931,['GO:0006412 - translation [Evidence IEA]'],['GO:0005840 - ribosome [Evidence IEA]'],['GO:0003735 - structural constituent of ribosome [Evidence IEA]'],rplE,GO:0003735(InterPro)|GO:0005840(InterPro)|GO:0006412(InterPro)
WP_250125983.1,"GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0015934,GO:0019843,GO:0022625,GO:0022626,GO:0032991,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0070180,GO:0097159,GO:1901363,GO:1990904",ko:K02874,['GO:0006412 - translation [Evidence IEA]'],"['GO:0000315 - organellar large ribosomal subunit [Evidence IEA]', 'GO:0022625 - cytosolic large ribosomal subunit [Evidence IEA]']",['GO:0003735 - structural constituent of ribosome [Evidence IEA]'],rplN,-
WP_250125984.1,"GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015935,GO:0019538,GO:0022626,GO:0022627,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1990904",ko:K02961,['GO:0006412 - translation [Evidence IEA]'],['GO:0005840 - ribosome [Evidence IEA]'],['GO:0003735 - structural constituent of ribosome [Evidence IEA]'],rpsQ,GO:0003735(InterPro)|GO:0005840(InterPro)|GO:0006412(InterPro)
WP_250125985.1,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0015934,GO:0022625,GO:0022626,GO:0032991,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:1990904",ko:K02904,['GO:0006412 - translation [Evidence IEA]'],"['GO:0000315 - organellar large ribosomal subunit [Evidence IEA]', 'GO:0022625 - cytosolic large ribosomal subunit [Evidence IEA]']",['GO:0003735 - structural constituent of ribosome [Evidence IEA]'],rpmC,GO:0003735(InterPro)|GO:0005840(InterPro)|GO:0006412(InterPro)
WP_250125986.1,"GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0015934,GO:0019843,GO:0022625,GO:0022626,GO:0032991,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0097159,GO:1901363,GO:1990904",ko:K02878,['GO:0006412 - translation [Evidence IEA]'],"['GO:0000315 - organellar large ribosomal subunit [Evidence IEA]', 'GO:0022625 - cytosolic large ribosomal subunit [Evidence IEA]']",['GO:0003735 - structural constituent of ribosome [Evidence IEA]'],rplP,GO:0003735(InterPro)|GO:0005840(InterPro)|GO:0006412(InterPro)
WP_250125987.1,"GO:0002181,GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015935,GO:0019538,GO:0022626,GO:0022627,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1990904",ko:K02982,['GO:0006412 - translation [Evidence IEA]'],"['GO:0000312 - plastid small ribosomal subunit [Evidence IEA]', 'GO:0022627 - cytosolic small ribosomal subunit [Evidence IEA]']",['GO:0003735 - structural constituent of ribosome [Evidence IEA]'],rpsC,GO:0003676(InterPro)
WP_250125988.1,"GO:0003674,GO:0003735,GO:0005198",ko:K02890,['GO:0006412 - translation [Evidence IEA]'],"['GO:0000311 - plastid large ribosomal subunit [Evidence IEA]', 'GO:0022625 - cytosolic large ribosomal subunit [Evidence IEA]']",['GO:0003735 - structural constituent of ribosome [Evidence IEA]'],rplV,GO:0003735(InterPro)|GO:0005840(InterPro)|GO:0006412(InterPro)
WP_250125989.1,"GO:0000028,GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006996,GO:0008150,GO:0009987,GO:0015935,GO:0016043,GO:0022607,GO:0022613,GO:0022618,GO:0022626,GO:0022627,GO:0032991,GO:0034622,GO:0042254,GO:0042255,GO:0042274,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043933,GO:0044085,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0065003,GO:0070925,GO:0071826,GO:0071840,GO:1990904",ko:K02965,['GO:0006412 - translation [Evidence IEA]'],"['GO:0000314 - organellar small ribosomal subunit [Evidence IEA]', 'GO:0022627 - cytosolic small ribosomal subunit [Evidence IEA]']",['GO:0003735 - structural constituent of ribosome [Evidence IEA]'],rpsS,GO:0003735(InterPro)|GO:0005840(InterPro)|GO:0006412(InterPro)
WP_250125990.1,"GO:0002181,GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015934,GO:0019538,GO:0022625,GO:0022626,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0071704,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904",ko:K02886,['GO:0006412 - translation [Evidence IEA]'],"['GO:0000315 - organellar large ribosomal subunit [Evidence IEA]', 'GO:0022625 - cytosolic large ribosomal subunit [Evidence IEA]']",['GO:0003735 - structural constituent of ribosome [Evidence IEA]'],rplB,GO:0003723(InterPro)|GO:0003735(InterPro)|GO:0006412(InterPro)|GO:0015934(InterPro)|GO:0016740(InterPro)
WP_250125991.1,"GO:0000027,GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015934,GO:0016043,GO:0019538,GO:0022607,GO:0022613,GO:0022618,GO:0022625,GO:0022626,GO:0032991,GO:0034622,GO:0034641,GO:0034645,GO:0042254,GO:0042255,GO:0042273,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0065003,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904",ko:K02892,,,,None,GO:0003735(InterPro)|GO:0005840(InterPro)|GO:0006412(InterPro)
WP_250125992.1,"GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0019538,GO:0022626,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044444,GO:0044445,GO:0044464,GO:0071704,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904",ko:K02926,['GO:0006412 - translation [Evidence IEA]'],['GO:0022625 - cytosolic large ribosomal subunit [Evidence IEA]'],['GO:0003735 - structural constituent of ribosome [Evidence IEA]'],rplD,GO:0003735(InterPro)|GO:0005840(InterPro)|GO:0006412(InterPro)
WP_250125993.1,-,ko:K02906,['GO:0006412 - translation [Evidence IEA]'],['GO:0005840 - ribosome [Evidence IEA]'],['GO:0003735 - structural constituent of ribosome [Evidence IEA]'],rplC,GO:0003735(InterPro)|GO:0005840(InterPro)|GO:0006412(InterPro)
WP_250125994.1,-,ko:K05585,,,,None,GO:0016020(InterPro)|GO:0016655(InterPro)
WP_250125995.1,-,-,,,,None,-
WP_250125996.1,-,-,,,['GO:0003676 - nucleic acid binding [Evidence IEA]'],None,GO:0003676(InterPro)
WP_250125997.1,-,-,,,['GO:0004803 - transposase activity [Evidence IEA]'],None,-
WP_250125998.1,-,-,['GO:0007165 - signal transduction [Evidence IEA]'],,['GO:0000155 - phosphorelay sensor kinase activity [Evidence IEA]'],None,-
WP_250125999.1,-,-,,,,None,-
WP_250126000.1,-,ko:K00855,,,,None,-
WP_250126001.1,-,ko:K00598,,,,None,-
WP_250126002.1,-,-,,,,None,-
WP_250126003.1,-,ko:K03867,,,,None,GO:0016757(PANTHER)
WP_250126004.1,-,-,,['GO:0016020 - membrane [Evidence IEA]'],,None,-
WP_250126005.1,-,-,,,,None,-
WP_250126006.1,-,ko:K08884,,,,None,-
WP_250126008.1,-,-,,,,None,GO:0003677(PANTHER)|GO:0005634(PANTHER)|GO:0008094(PANTHER)
WP_250126009.1,-,-,,,['GO:0008270 - zinc ion binding [Evidence IEA]'],None,GO:0008270(InterPro)
WP_250126010.1,-,-,,,,None,GO:0005829(PANTHER)|GO:0010181(PANTHER)
WP_250126013.1,-,-,,,,None,-
WP_250126014.1,-,-,,,,None,-
WP_250126015.1,-,ko:K01142,['GO:0006281 - DNA repair [Evidence IEA]'],,['GO:0008853 - exodeoxyribonuclease III activity [Evidence IEA]'],xth,-
WP_250126016.1,-,-,,,,None,-
WP_250126017.1,-,-,,,,None,GO:0003677(InterPro)|GO:0006355(InterPro)
WP_250126018.1,-,ko:K14059,"['GO:0006310 - DNA recombination [Evidence IEA]', 'GO:0015074 - DNA integration [Evidence IEA]']",,['GO:0003677 - DNA binding [Evidence IEA]'],None,-
WP_250126021.1,-,ko:K06919,,,,None,-
WP_250126024.1,-,-,"['GO:0006352 - DNA-templated transcription initiation [Evidence IEA]', 'GO:0006355 - regulation of DNA-templated transcription [Evidence IEA]']",,"['GO:0003677 - DNA binding [Evidence IEA]', 'GO:0003700 - DNA-binding transcription factor activity [Evidence IEA]', 'GO:0016987 - sigma factor activity [Evidence IEA]']",None,-
WP_250126031.1,-,"ko:K08307,ko:K21471",,,,None,-
WP_250126042.1,-,-,,,,None,GO:0003677(InterPro)
WP_250126044.1,-,-,,,,None,-
WP_250126045.1,-,-,,,['GO:0004803 - transposase activity [Evidence IEA]'],None,-
WP_250126046.1,-,"ko:K03733,ko:K14059",,,,None,GO:0003677(InterPro)|GO:0006310(InterPro)|GO:0015074(InterPro)
WP_250126047.1,-,-,,,,None,-
WP_250126049.1,-,ko:K01187,,,,None,-
WP_250126051.1,-,ko:K10716,,,,None,-
WP_250126052.1,-,ko:K06962,,,,None,-
WP_250126053.1,-,ko:K16786,,,,None,GO:0005524(InterPro)|GO:0016020(InterPro)|GO:0055085(InterPro)
WP_250126054.1,-,-,,,,None,-
WP_250126055.1,-,ko:K07027,,,,None,-
WP_250126056.1,-,-,,,,None,-
WP_250126057.1,-,-,,,,None,-
WP_250126059.1,-,-,,,,None,-
WP_250126060.1,-,-,,,,None,-
WP_250126061.1,-,-,['GO:0055085 - transmembrane transport [Evidence IEA]'],,['GO:0008381 - mechanosensitive monoatomic ion channel activity [Evidence IEA]'],None,-
WP_250126062.1,-,ko:K06883,,,,None,-
WP_250126063.1,-,-,,,,None,-
WP_250126064.1,-,-,,,,None,GO:0006139(InterPro)
WP_250126065.1,-,-,,,,None,-
WP_250126066.1,"GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0005575,GO:0032991,GO:0032993,GO:0043565,GO:0097159,GO:1901363",ko:K21561,"['GO:0006355 - regulation of DNA-templated transcription [Evidence IEA]', 'GO:0006808 - regulation of nitrogen utilization [Evidence IEA]']",,"['GO:0003677 - DNA binding [Evidence IEA]', 'GO:0003700 - DNA-binding transcription factor activity [Evidence IEA]']",ntcA,GO:0003677(InterPro)|GO:0006355(InterPro)
WP_250126067.1,"GO:0003674,GO:0003824,GO:0004312,GO:0004318,GO:0006082,GO:0006629,GO:0006631,GO:0006633,GO:0008150,GO:0008152,GO:0008610,GO:0009058,GO:0009987,GO:0016043,GO:0016053,GO:0016491,GO:0016627,GO:0016628,GO:0016740,GO:0016746,GO:0016747,GO:0019752,GO:0022607,GO:0030497,GO:0032787,GO:0043436,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044283,GO:0046394,GO:0051259,GO:0051260,GO:0051262,GO:0051289,GO:0055114,GO:0065003,GO:0071704,GO:0071840,GO:0072330,GO:1901576",ko:K00208,,,,fabI,GO:0004318(InterPro)|GO:0006633(InterPro)
WP_250126068.1,"GO:0000105,GO:0003674,GO:0003824,GO:0004424,GO:0006082,GO:0006520,GO:0006547,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009987,GO:0016053,GO:0016829,GO:0016835,GO:0016836,GO:0018130,GO:0019438,GO:0019752,GO:0034641,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0046394,GO:0046483,GO:0052803,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607",ko:K01693,,,,hisB,GO:0000105(InterPro)|GO:0004424(InterPro)
WP_250126069.1,"GO:0003674,GO:0005215,GO:0005310,GO:0005342,GO:0006810,GO:0006811,GO:0006820,GO:0006835,GO:0006855,GO:0008150,GO:0008509,GO:0008514,GO:0008517,GO:0015075,GO:0015231,GO:0015238,GO:0015318,GO:0015350,GO:0015711,GO:0015849,GO:0015884,GO:0015885,GO:0015893,GO:0022857,GO:0034220,GO:0035461,GO:0042221,GO:0042493,GO:0042886,GO:0042887,GO:0046942,GO:0046943,GO:0050896,GO:0051179,GO:0051180,GO:0051181,GO:0051234,GO:0051958,GO:0055085,GO:0071702,GO:0071705,GO:0072337,GO:0072349,GO:0090482,GO:0098656,GO:1903825,GO:1905039",-,,,,None,-
WP_250126070.1,-,ko:K00464,,,,None,GO:0016702(InterPro)
WP_250126071.1,-,ko:K13993,,,,None,-
WP_250126072.1,-,-,,,,None,-
WP_250126074.1,-,ko:K04043,,,,None,-
WP_250126075.1,-,"ko:K13640,ko:K18997",,,,None,-
WP_250126076.1,-,ko:K03689,,,,petN,GO:0009512(InterPro)|GO:0017004(InterPro)|GO:0045158(InterPro)
WP_250126077.1,-,-,,,,None,-
WP_250126078.1,-,ko:K01113,,,,None,-
WP_250126079.1,-,-,,,,None,-
WP_250126080.1,-,ko:K05936,['GO:0009236 - cobalamin biosynthetic process [Evidence IEA]'],['GO:0005737 - cytoplasm [Evidence IEA]'],['GO:0046026 - precorrin-4 C11-methyltransferase activity [Evidence IEA]'],cobM,GO:0008168(InterPro)
WP_250126081.1,-,ko:K13292,['GO:0009249 - protein lipoylation [Evidence IEA]'],['GO:0016020 - membrane [Evidence IEA]'],['GO:0008961 - phosphatidylglycerol-prolipoprotein diacylglyceryl transferase activity [Evidence IEA]'],lgt,GO:0005886(InterPro)|GO:0008961(InterPro)|GO:0042158(InterPro)
WP_250126082.1,"GO:0000154,GO:0001510,GO:0003674,GO:0003824,GO:0006139,GO:0006364,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0008168,GO:0008173,GO:0008175,GO:0008649,GO:0008757,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0016740,GO:0016741,GO:0022613,GO:0030488,GO:0031167,GO:0032259,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0043170,GO:0043412,GO:0043414,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0070475,GO:0071704,GO:0071840,GO:0090304,GO:0140098,GO:0140101,GO:0140102,GO:1901360",ko:K06941,['GO:0031167 - rRNA methylation [Evidence IEA]'],,"['GO:0008757 - S-adenosylmethionine-dependent methyltransferase activity [Evidence IEA]', 'GO:0016433 - rRNA (adenine) methyltransferase activity [Evidence IEA]']",rlmN,-
WP_250126083.1,"GO:0005575,GO:0005622,GO:0005623,GO:0006950,GO:0006974,GO:0008150,GO:0009380,GO:0009987,GO:0032991,GO:0033554,GO:0044424,GO:0044464,GO:0050896,GO:0051716,GO:1902494,GO:1905347,GO:1905348,GO:1990391",ko:K03703,['GO:0006289 - nucleotide-excision repair [Evidence IEA]'],['GO:0009380 - excinuclease repair complex [Evidence IEA]'],['GO:0009381 - excinuclease ABC activity [Evidence IEA]'],uvrC,GO:0006289(InterPro)|GO:0009380(InterPro)|GO:0009381(InterPro)
WP_250126084.1,-,-,,,,None,-
WP_250126085.1,-,ko:K11443,,,,None,-
WP_250126086.1,-,-,,,,None,-
WP_250126087.1,"GO:0003674,GO:0003824,GO:0004791,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006950,GO:0006979,GO:0008150,GO:0008152,GO:0009636,GO:0009987,GO:0015035,GO:0015036,GO:0016209,GO:0016491,GO:0016651,GO:0016667,GO:0016668,GO:0016671,GO:0019725,GO:0033554,GO:0034599,GO:0042221,GO:0042592,GO:0044424,GO:0044444,GO:0044464,GO:0045454,GO:0047134,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0055114,GO:0065007,GO:0065008,GO:0070887,GO:0097237,GO:0098754,GO:0098869,GO:1990748",ko:K03671,,,,None,-
WP_250126088.1,-,ko:K03969,,,,None,-
WP_250126089.1,-,ko:K03969,,,,None,-
WP_250126090.1,-,-,,,,None,-
WP_250126092.1,-,ko:K01661,['GO:0009234 - menaquinone biosynthetic process [Evidence IEA]'],,"['GO:0008935 - 1,4-dihydroxy-2-naphthoyl-CoA synthase activity [Evidence IEA]']",menB,-
WP_250126095.1,-,ko:K03179,,,,None,-
WP_250126096.1,-,ko:K01524,,,,None,-
WP_250126098.1,-,-,,,,None,GO:0000160(InterPro)
WP_250126099.1,-,-,['GO:0000160 - phosphorelay signal transduction system [Evidence IEA]'],,,None,GO:0000160(InterPro)
WP_250126100.1,-,-,['GO:0009966 - regulation of signal transduction [Evidence IEA]'],,['GO:0009975 - cyclase activity [Evidence IEA]'],None,GO:0000160(InterPro)
WP_250126101.1,-,ko:K02066,,,,None,GO:0005548(PANTHER)|GO:0005886(PANTHER)|GO:0015914(PANTHER)|GO:0043190(InterPro)
WP_250126102.1,-,-,,,,None,-
WP_250126103.1,-,-,,,,None,-
WP_250126104.1,-,ko:K08591,['GO:0006654 - phosphatidic acid biosynthetic process [Evidence IEA]'],['GO:0005886 - plasma membrane [Evidence IEA]'],['GO:0008374 - O-acyltransferase activity [Evidence IEA]'],plsY,GO:0005886(InterPro)|GO:0008654(InterPro)|GO:0043772(InterPro)
WP_250126105.1,-,-,,,,None,-
WP_250126106.1,-,-,,,,arsM,-
WP_250126107.1,-,-,,,['GO:0051536 - iron-sulfur cluster binding [Evidence IEA]'],arsS,-
WP_250126108.1,-,-,,,,None,-
WP_250126109.1,-,ko:K01838,['GO:0008152 - metabolic process [Evidence IEA]'],,['GO:0016787 - hydrolase activity [Evidence IEA]'],None,-
WP_250126110.1,-,ko:K06048,['GO:0042398 - cellular modified amino acid biosynthetic process [Evidence IEA]'],,['GO:0004357 - glutamate-cysteine ligase activity [Evidence IEA]'],None,-
WP_250126111.1,-,-,,,,None,-
WP_250126112.1,-,-,,,,None,-
WP_250126113.1,-,-,,,,None,-
WP_250126115.1,-,ko:K00053,,,,ilvC,GO:0004455(PANTHER)|GO:0005829(PANTHER)|GO:0009082(InterPro)|GO:0009097(PANTHER)|GO:0009099(PANTHER)|GO:0016491(InterPro)
WP_250126116.1,-,ko:K01426,,,,None,-
WP_250126117.1,-,ko:K09458,,,,None,GO:0016746(InterPro)
