#Chroococcidiopsis_sp._SAG_2025_(cyanobacteria)
WP_006196724.1	K02518
WP_250125846.1				K02286,ko:K05380
WP_250125847.1				K02286
WP_250125848.1				K02287
WP_250125849.1				K02288
WP_250125850.1				K02289
WP_250125851.1				K02290
WP_250125852.1				K02290
WP_250125853.1				K02290
WP_250125854.1				K00928
WP_250125855.1				K00757
WP_250125856.1				
WP_250125858.1				
WP_250125859.1				
WP_250125860.1				
WP_250125861.1				
WP_250125862.1				K00695
WP_250125863.1				
WP_250125864.1				
WP_250125865.1				
WP_250125866.1				
WP_250125868.1				K03652
WP_250125869.1				
WP_250125870.1				
WP_250125871.1				
WP_250125872.1				
WP_250125873.1				K17108
WP_250125874.1				
WP_250125875.1				
WP_250125876.1				
WP_250125877.1				
WP_250125879.1				
WP_250125880.1				K08884
WP_250125881.1				
WP_250125882.1				
WP_250125883.1				K04487
WP_250125884.1				K00721
WP_250125885.1				
WP_250125886.1				
WP_250125887.1				
WP_250125888.1				
WP_250125889.1				
WP_250125890.1				K00590
WP_250125891.1				
WP_250125892.1				
WP_250125893.1				
WP_250125894.1				
WP_250125895.1				K06147
WP_250125896.1				
WP_250125897.1				
WP_250125898.1				K06917
WP_250125899.1				
WP_250125900.1				K05982
WP_250125901.1				
WP_250125902.1				
WP_250125903.1				K00823
WP_250125904.1				
WP_250125905.1				
WP_250125906.1				
WP_250125907.1				
WP_250125908.1				K08218
WP_250125909.1				
WP_250125910.1				
WP_250125911.1				K07171
WP_250125912.1				
WP_250125913.1				
WP_250125915.1				K16149
WP_250125916.1				
WP_250125917.1				K03185
WP_250125918.1				
WP_250125919.1				K02026
WP_250125920.1				K02025
WP_250125921.1				K09012
WP_250125922.1				
WP_250125923.1				K02027
WP_250125924.1				K01590,ko:K13745
WP_250125925.1				K16238
WP_250125926.1				K00845
WP_250125927.1				
WP_250125928.1				K02115
WP_250125929.1				K02111
WP_250125930.1				K02113
WP_250125931.1				K02109
WP_250125932.1				K02109
WP_250125933.1				K02110
WP_250125934.1				K02108
WP_250125935.1				K02116
WP_250125936.1				
WP_250125937.1				
WP_250125938.1				K02096
WP_250125939.1				K02092
WP_250125940.1				K02093
WP_250125941.1				K02094
WP_250125942.1				K03588
WP_250125943.1				
WP_250125944.1				
WP_250125945.1				K01649
WP_250125946.1				
WP_250125947.1				K09819
WP_250125948.1				K09820
WP_250125949.1				K09818
WP_250125950.1				K00558
WP_250125951.1				K01619
WP_250125952.1				K03584
WP_250125953.1				
WP_250125954.1				
WP_250125955.1				K00567,ko:K10778
WP_250125956.1				
WP_250125957.1				
WP_250125958.1				K03075
WP_250125959.1				K15633
WP_250125960.1				K06158
WP_250125962.1				
WP_250125964.1				
WP_250125965.1				K02835
WP_250125966.1				K02909
WP_250125967.1				K02996
WP_250125968.1				K02871
WP_250125969.1				K06173
WP_250125970.1				K02879
WP_250125971.1				K03040
WP_250125972.1				K02948
WP_250125973.1				K02952
WP_250125974.1				K02919
WP_250125975.1				K00939
WP_250125976.1				K03076
WP_250125977.1				K02876
WP_250125978.1				K02988
WP_250125979.1				K02881
WP_250125980.1				K02933
WP_250125981.1				K02994
WP_250125982.1				K02931
WP_250125983.1				K02874
WP_250125984.1				K02961
WP_250125985.1				K02904
WP_250125986.1				K02878
WP_250125987.1				K02982
WP_250125988.1				K02890
WP_250125989.1				K02965
WP_250125990.1				K02886
WP_250125991.1				K02892
WP_250125992.1				K02926
WP_250125993.1				K02906
WP_250125994.1				K05585
WP_250125995.1				
WP_250125996.1				
WP_250125997.1				
WP_250125998.1				
WP_250125999.1				
WP_250126000.1				K00855
WP_250126001.1				K00598
WP_250126002.1				
WP_250126003.1				K03867
WP_250126004.1				
WP_250126005.1				
WP_250126006.1				K08884
WP_250126008.1				
WP_250126009.1				
WP_250126010.1				
WP_250126013.1				
WP_250126014.1				
WP_250126015.1				K01142
WP_250126016.1				
WP_250126017.1				
WP_250126018.1				K14059
WP_250126021.1				K06919
WP_250126024.1				
WP_250126031.1				K08307,ko:K21471
WP_250126037.1				K07741
WP_250126040.1				
WP_250126042.1				
WP_250126044.1				
WP_250126045.1				
WP_250126046.1				K03733,ko:K14059
WP_250126047.1				
WP_250126048.1				
WP_250126049.1				K01187
WP_250126051.1				K10716
WP_250126052.1				K06962
WP_250126053.1				K16786
WP_250126054.1				
WP_250126055.1				K07027
WP_250126056.1				
WP_250126057.1				
WP_250126058.1				K00655,ko:K00721
WP_250126059.1				
WP_250126060.1				
WP_250126061.1				
WP_250126062.1				K06883
WP_250126063.1				
WP_250126064.1				
WP_250126065.1				
WP_250126066.1				K21561
WP_250126067.1				K00208
WP_250126068.1				K01693
WP_250126069.1				
WP_250126070.1				K00464
WP_250126071.1				K13993
WP_250126072.1				
WP_250126074.1				K04043
WP_250126075.1				K13640,ko:K18997
WP_250126076.1				K03689
WP_250126077.1				
WP_250126078.1				K01113
WP_250126079.1				
WP_250126080.1				K05936
WP_250126081.1				K13292
WP_250126082.1				K06941
WP_250126083.1				K03703
WP_250126084.1				
WP_250126085.1				K11443
WP_250126086.1				
WP_250126087.1				K03671
WP_250126088.1				K03969
WP_250126089.1				K03969
WP_250126090.1				
WP_250126091.1				
WP_250126092.1				K01661
WP_250126093.1				
WP_250126094.1				
WP_250126095.1				K03179
WP_250126096.1				K01524
WP_250126097.1				
WP_250126098.1				
WP_250126099.1				
WP_250126100.1				
WP_250126101.1				K02066
WP_250126102.1				
WP_250126103.1				
WP_250126104.1				K08591
WP_250126105.1				
WP_250126106.1				
WP_250126107.1				
WP_250126108.1				
WP_250126109.1				K01838
WP_250126110.1				K06048
WP_250126111.1				
WP_250126112.1				
WP_250126113.1				
WP_250126115.1				K00053
WP_250126116.1				K01426
WP_250126117.1				K09458
WP_250126118.1				K01802,ko:K03768
WP_250126119.1				
WP_250126120.1				K02705
WP_250126121.1				K18889
WP_250126122.1				
WP_250126123.1				K01784
WP_250126124.1				
WP_250126125.1				K00995
WP_250126126.1				K01710,ko:K01784
WP_250126127.1				
WP_250126128.1				
WP_250126129.1				K01711
WP_250126130.1				K02377
WP_250126131.1				
WP_250126132.1				
WP_250126133.1				K01934
WP_250126134.1				K17246
WP_250126135.1				K07037
WP_250126136.1				
WP_250126137.1				K03786
WP_250126138.1				
WP_250126139.1				K03742
WP_250126140.1				K02851
WP_250126141.1				K00600
WP_250126142.1				K01703,ko:K17749
WP_250126144.1				K00847
WP_250126145.1				
WP_250126146.1				
WP_250126147.1				K02693
WP_250126148.1				K10563
WP_250126149.1				
WP_250126150.1				K00024
WP_250126151.1				K07496
WP_250126152.1				K07496
WP_250126153.1				K07496
WP_250126154.1				
WP_250126155.1				
WP_250126156.1				
WP_250126157.1				
WP_250126158.1				
WP_250126159.1				K05583
WP_250126160.1				
WP_250126161.1				K01695
WP_250126163.1				
WP_250126165.1				K00297
WP_250126166.1				K01867
WP_250126167.1				
WP_250126168.1				K11085
WP_250126169.1				
WP_250126171.1				
WP_250126175.1				K07066
WP_250126176.1				
WP_250126177.1				K00108
WP_250126178.1				K00854
WP_250126179.1				
WP_250126180.1				K06147
WP_250126181.1				K01433
WP_250126182.1				
WP_250126183.1				
WP_250126184.1				K05580
WP_250126186.1				K02016
WP_250126190.1				K02074
WP_250126192.1				
WP_250126197.1				K02548
WP_250126198.1				K07480
WP_250126199.1				
WP_250126200.1				K06187
WP_250126201.1				
WP_250126202.1				K02027
WP_250126203.1				K02895
WP_250126204.1				K07498
WP_250126207.1				K01963
WP_250126208.1				
WP_250126210.1				
WP_250126211.1				K04564
WP_250126212.1				K07140
WP_250126216.1				
WP_250126217.1				K07495
WP_250126219.1				K09022
WP_250126221.1				K01495
WP_250126223.1				K03781
WP_250126224.1				
WP_250126225.1				K09972,ko:K10004
WP_250126226.1				K01358
WP_250126228.1				K09771
WP_250126229.1				
WP_250126234.1				K07496
WP_250126236.1				K00057
WP_250126239.1				
WP_250126241.1				K02014
WP_250126244.1				K07494
WP_250126246.1				
WP_250126247.1				K00986
WP_250126249.1				
WP_250126250.1				K03704
WP_250126254.1				
WP_250126255.1				
WP_250126256.1				K03439
WP_250126261.1				
WP_250126262.1				K11952
WP_250126264.1				
WP_250126266.1				K01152
WP_250126268.1				
WP_250126269.1				
WP_250126270.1				
WP_250126272.1				K04763
WP_250126273.1				K03530
WP_250126274.1				
WP_250126275.1				
WP_250126276.1				K00077
WP_250126277.1				
WP_250126279.1				
WP_250126280.1				
WP_250126281.1				
WP_250126282.1				K04763
WP_250126283.1				
WP_250126285.1				
WP_250126286.1				
WP_250126287.1				
WP_250126288.1				K03556
WP_250126289.1				
WP_250126290.1				
WP_250126291.1				K03183
WP_250126292.1				
WP_250126293.1				
WP_250126294.1				K03497
WP_250126295.1				
WP_250126296.1				K02004
WP_250126297.1				K02005
WP_250126298.1				
WP_250126299.1				
WP_250126300.1				
WP_250126301.1				K07480
WP_250126303.1				K02005
WP_250126304.1				
WP_250126305.1				
WP_250126306.1				
WP_250126307.1				
WP_250126310.1				K03087
WP_250126311.1				
WP_250126312.1				
WP_250126316.1				
WP_250126317.1				
WP_250126318.1				
WP_250126319.1				
WP_250126320.1				
WP_250126321.1				
WP_250126322.1				
WP_250126323.1				
WP_250126324.1				
WP_250126325.1				
WP_250126327.1				
WP_250126328.1				K03496
WP_250126329.1				
WP_250126330.1				
WP_250126331.1				
WP_250126332.1				
WP_250126333.1				
WP_250126334.1				
WP_250126335.1				
WP_250126336.1				
WP_250126337.1				
WP_250126338.1				
WP_250126339.1				
WP_250126340.1				
WP_250126341.1				
WP_250126343.1				
WP_250126344.1				
WP_250126345.1				
WP_250126346.1				
WP_250126347.1				
WP_250126348.1				
WP_250126349.1				K04043
WP_250126350.1				K03687
WP_250126351.1				
WP_250126352.1				
WP_250126353.1				
WP_250126354.1				
WP_250126355.1				
WP_250126356.1				
WP_250126357.1				
WP_250126358.1				
WP_250126359.1				
WP_250126362.1				
WP_250126363.1				
WP_250126368.1				
WP_250126369.1				
WP_250126370.1				K07357
WP_250126371.1				
WP_250126372.1				K07497
WP_250126373.1				K07132
WP_250126374.1				
WP_250126375.1				
WP_250126376.1				
WP_250126377.1				K01061
WP_250126378.1				
WP_250126379.1				
WP_250126380.1				K05916
WP_250126381.1				K06886
WP_250126383.1				
WP_250126384.1				K04561
WP_250126385.1				
WP_250126386.1				
WP_250126387.1				K17893
WP_250126388.1				K07005
WP_250126389.1				
WP_250126390.1				
WP_250126391.1				
WP_250126392.1				K01239
WP_250126394.1				
WP_250126395.1				
WP_250126396.1				
WP_250126397.1				
WP_250126398.1				K03490,ko:K07506
WP_250126399.1				K01118
WP_250126400.1				
WP_250126401.1				
WP_250126402.1				K00433
WP_250126403.1				
WP_250126404.1				K05606
WP_250126405.1				
WP_250126406.1				
WP_250126408.1				
WP_250126409.1				
WP_250126410.1				
WP_250126411.1				
WP_250126412.1				K02479
WP_250126413.1				
WP_250126414.1				K07480
WP_250126415.1				
WP_250126416.1				
WP_250126417.1				K07480
WP_250126418.1				K04750
WP_250126419.1				
WP_250126420.1				
WP_250126421.1				K17836
WP_250126422.1				
WP_250126423.1				
WP_250126424.1				
WP_250126425.1				
WP_250126426.1				
WP_250126427.1				
WP_250126428.1				
WP_250126429.1				
WP_250126430.1				
WP_250126431.1				
WP_250126432.1				K07492
WP_250126433.1				
WP_250126434.1				
WP_250126436.1				
WP_250126437.1				K03496
WP_250126438.1				K03497
WP_250126439.1				
WP_250126440.1				K06147
WP_250126441.1				
WP_250126442.1				
WP_250126443.1				
WP_250126444.1				K02016
WP_250126446.1				K06147
WP_250126447.1				
WP_250126448.1				K02014
WP_250126449.1				
WP_250126450.1				K08218
WP_250126451.1				K12240
WP_250126452.1				
WP_250126453.1				
WP_250126454.1				
WP_250126455.1				K06445
WP_250126456.1				
WP_250126457.1				K00074
WP_250126458.1				
WP_250126459.1				
WP_250126460.1				K14257
WP_250126461.1				K00648
WP_250126462.1				K00997
WP_250126463.1				K04781
WP_250126464.1				
WP_250126465.1				K00997
WP_250126466.1				K02078
WP_250126467.1				K07494
WP_250126468.1				
WP_250126469.1				
WP_250126470.1				K01071
WP_250126471.1				
WP_250126472.1				K03497
WP_250126473.1				
WP_250126474.1				K05275
WP_250126475.1				K05606
WP_250126476.1				K05606
WP_250126477.1				
WP_250126478.1				K09932
WP_250126479.1				
WP_250126480.1				K04763
WP_250126481.1				
WP_250126482.1				
WP_250126483.1				
WP_250126484.1				
WP_250126485.1				
WP_250126486.1				
WP_250126489.1				
WP_250126490.1				
WP_250126491.1				K02045
WP_250126492.1				
WP_250126493.1				
WP_250126494.1				
WP_250126495.1				K03497
WP_250126496.1				
WP_250126497.1				
WP_250126498.1				
WP_250126499.1				
WP_250126500.1				
WP_250126501.1				K01883
WP_250126502.1				K08698
WP_250126503.1				K08698
WP_250126504.1				K11755
WP_250126505.1				K01495
WP_250126506.1				
WP_250126507.1				
WP_250126508.1				K02426
WP_250126509.1				
WP_250126510.1				K07480
WP_250126511.1				
WP_250126512.1				
WP_250126513.1				
WP_250126514.1				
WP_250126515.1				
WP_250126516.1				
WP_250126517.1				
WP_250126518.1				
WP_250126520.1				
WP_250126521.1				
WP_250126522.1				
WP_250126523.1				
WP_250126524.1				
WP_250126525.1				K10843
WP_250126526.1				K04763
WP_250126527.1				K15359
WP_250126528.1				
WP_250126529.1				
WP_250126530.1				
WP_250126531.1				
WP_250126532.1				
WP_250126533.1				
WP_250126535.1				
WP_250126536.1				
WP_250126537.1				
WP_250126538.1				K03556
WP_250126539.1				
WP_250126540.1				K03183
WP_250126541.1				
WP_250126542.1				K00059
WP_250126543.1				
WP_250126544.1				K01533
WP_250126545.1				K03839
WP_250126546.1				K07213
WP_250126547.1				
WP_250126548.1				
WP_250126549.1				K07213
WP_250126550.1				
WP_250126551.1				
WP_250126552.1				
WP_250126553.1				K07480
WP_250126554.1				K07480
WP_250126555.1				K07506
WP_250126556.1				K07480
WP_250126557.1				
WP_250126558.1				K01437
WP_250126559.1				K07480
WP_250126560.1				
WP_250126561.1				K01077
WP_250126562.1				
WP_250126563.1				K07480
WP_250126564.1				
WP_250126565.1				
WP_250126566.1				K18918
WP_250126567.1				
WP_250126568.1				K04763
WP_250126571.1				
WP_250126572.1				
WP_250126574.1				K07480
WP_250126575.1				
WP_250126576.1				
WP_250126577.1				
WP_250126578.1				
WP_250126579.1				K07506
WP_250126580.1				K00344
WP_250126581.1				
WP_250126582.1				
WP_250126583.1				
WP_250126584.1				
WP_250126585.1				
WP_250126586.1				
WP_250126587.1				
WP_250126588.1				
WP_250126589.1				
WP_250126590.1				
WP_250126591.1				
WP_250126592.1				
WP_250126593.1				
WP_250126594.1				K04750
WP_250126595.1				
WP_250126596.1				
WP_250126597.1				
WP_250126598.1				
WP_250126599.1				
WP_250126600.1				
WP_250126601.1				K07107
WP_250126602.1				
WP_250126603.1				
WP_250126604.1				
WP_250126605.1				
WP_250126606.1				K02004
WP_250126607.1				K02004,ko:K05685
WP_250126608.1				K02005
WP_250126609.1				
WP_250126611.1				
WP_250126613.1				
WP_250126614.1				
WP_250126615.1				
WP_250126616.1				K06901
WP_250126617.1				
WP_250126618.1				
WP_250126619.1				
WP_250126620.1				K07499
WP_250126621.1				K07494,ko:K07499
WP_250126622.1				K19465
WP_250126623.1				
WP_250126626.1				K07727
WP_250126627.1				
WP_250126628.1				
WP_250126629.1				
WP_250126633.1				
WP_250126634.1				
WP_250126635.1				K06919
WP_250126636.1				
WP_250126637.1				K03581
WP_250126638.1				K03919
WP_250126639.1				
WP_250126641.1				
WP_250126642.1				
WP_250126644.1				K07065
WP_250126645.1				
WP_250126646.1				K07480
WP_250126647.1				K07480
WP_250126648.1				
WP_250126649.1				K03530
WP_250126650.1				
WP_250126651.1				
WP_250126652.1				
WP_250126653.1				
WP_250126654.1				K00808
WP_250126656.1				
WP_250126658.1				
WP_250126659.1				
WP_250126661.1				
WP_250126662.1				
WP_250126663.1				
WP_250126664.1				
WP_250126665.1				
WP_250126666.1				K03797
WP_250126667.1				K06915
WP_250126668.1				
WP_250126669.1				
WP_250126671.1				
WP_250126672.1				
WP_250126673.1				
WP_250126674.1				K02479
WP_250126675.1				
WP_250126676.1				K00700
WP_250126677.1				K01183
WP_250126678.1				K01081,ko:K11751
WP_250126679.1				K03490,ko:K07506
WP_250126680.1				
WP_250126681.1				
WP_250126683.1				K01061
WP_250126684.1				K02479
WP_250126685.1				
WP_250126686.1				
WP_250126687.1				
WP_250126688.1				
WP_250126689.1				
WP_250126690.1				
WP_250126691.1				K07334
WP_250126694.1				
WP_250126695.1				
WP_250126697.1				K21430
WP_250126698.1				
WP_250126699.1				
WP_250126700.1				
WP_250126701.1				
WP_250126702.1				
WP_250126703.1				K07480
WP_250126704.1				K01014
WP_250126705.1				
WP_250126706.1				
WP_250126707.1				K00799
WP_250126708.1				
WP_250126709.1				
WP_250126710.1				
WP_250126711.1				
WP_250126712.1				K07506
WP_250126713.1				K03797
WP_250126714.1				
WP_250126715.1				
WP_250126716.1				
WP_250126717.1				
WP_250126718.1				
WP_250126719.1				
WP_250126720.1				
WP_250126721.1				K18816
WP_250126722.1				K01426,ko:K02433
WP_250126723.1				K01358
WP_250126724.1				
WP_250126725.1				
WP_250126726.1				K19591
WP_250126727.1				
WP_250126728.1				
WP_250126729.1				K01259
WP_250126730.1				K07052
WP_250126731.1				
WP_250126732.1				
WP_250126733.1				
WP_250126734.1				
WP_250126735.1				
WP_250126736.1				K01061
WP_250126738.1				
WP_250126739.1				K06911
WP_250126740.1				K00433
WP_250126741.1				
WP_250126742.1				
WP_250126743.1				
WP_250126744.1				
WP_250126745.1				
WP_250126747.1				
WP_250126748.1				K01951
WP_250126749.1				
WP_250126750.1				
WP_250126751.1				
WP_250126753.1				
WP_250126754.1				
WP_250126755.1				K19000
WP_250126756.1				
WP_250126757.1				
WP_250126758.1				K07506
WP_250126759.1				
WP_250126760.1				K07506
WP_250126761.1				
WP_250126762.1				
WP_250126763.1				
WP_250126765.1				
WP_250126766.1				
WP_250126767.1				
WP_250126768.1				
WP_250126769.1				
WP_250126770.1				K00108
WP_250126771.1				
WP_250126772.1				
WP_250126773.1				
WP_250126776.1				
WP_250126777.1				K00384
WP_250126779.1				
WP_250126780.1				
WP_250126782.1				K07498
WP_250126783.1				
WP_250126784.1				
WP_250126785.1				
WP_250126786.1				K15256
WP_250126787.1				
WP_250126789.1				
WP_250126790.1				K00941
WP_250126791.1				K01593
WP_250126792.1				K03327
WP_250126793.1				
WP_250126794.1				K07506
WP_250126795.1				K07494
WP_250126796.1				
WP_250126798.1				
WP_250126799.1				K01817
WP_250126800.1				
WP_250126802.1				
WP_250126803.1				
WP_250126804.1				
WP_250126805.1				
WP_250126806.1				
WP_250126807.1				
WP_250126808.1				K07480
WP_250126809.1				
WP_250126810.1				
WP_250126811.1				
WP_250126812.1				
WP_250126813.1				K07480
WP_250126815.1				
WP_250126816.1				
WP_250126817.1				K18918
WP_250126818.1				
WP_250126819.1				
WP_250126820.1				K08884
WP_250126822.1				
WP_250126823.1				K03088
WP_250126824.1				
WP_250126826.1				K07480
WP_250126827.1				
WP_250126828.1				
WP_250126829.1				K02480
WP_250126831.1				K07480
WP_250126832.1				
WP_250126833.1				
WP_250126834.1				K17893
WP_250126835.1				K07494
WP_250126836.1				
WP_250126837.1				
WP_250126839.1				K03496
WP_250126840.1				K07494
WP_250126841.1				K07494
WP_250126842.1				
WP_250126843.1				
WP_250126844.1				
WP_250126845.1				
WP_250126846.1				
WP_250126847.1				
WP_250126848.1				
WP_250126850.1				
WP_250126851.1				
WP_250126852.1				
WP_250126853.1				
WP_250126854.1				
WP_256478609.1				
WP_256478610.1				
WP_256478615.1				
WP_256478616.1				
WP_256478618.1				
WP_256478619.1				
WP_256478626.1				
WP_256478627.1				
WP_256478645.1				
WP_256478656.1				K01487
WP_256478657.1				
WP_256478661.1				
WP_256478675.1				
WP_256478679.1				
WP_256478681.1				
WP_256478682.1				
WP_256478691.1				
WP_256478693.1				
WP_256478703.1				
WP_256478704.1				
WP_256478713.1				
WP_256478733.1				K03217
WP_256478735.1				K03427
WP_256478736.1				K03427
WP_256478738.1				
WP_256478749.1				K03177
WP_256478772.1				
WP_256478781.1				K00008,ko:K00060
WP_256478783.1				K00008,ko:K00060
WP_256478798.1				
WP_256478820.1				
WP_256478821.1				
WP_256478827.1				
WP_256478845.1				K07727
WP_256478864.1				K02714
WP_256478908.1				
WP_256478909.1				K00799
WP_256478911.1				
WP_256478912.1				
WP_256478913.1				
WP_256478914.1				K07496
WP_256478916.1				K07136
WP_256478919.1				K02035
WP_256478922.1				K02470
WP_256478929.1				K07496
WP_256478933.1				
WP_256478934.1				
WP_256478939.1				K06213
WP_256478940.1				K01358
WP_256478941.1				K06998
WP_256478942.1				K01358
WP_256478943.1				
WP_256478944.1				K00303
WP_256478945.1				
WP_256478946.1				
WP_256478947.1				K02035
WP_256478948.1				
WP_256478949.1				K07496
WP_256478950.1				
WP_256478951.1				K09931
WP_256478952.1				K13730
WP_256478953.1				
WP_256478954.1				K03296
WP_256478955.1				K06218
WP_256478956.1				
WP_256478957.1				K14059
WP_256478960.1				
WP_256478961.1				K07496
WP_256478962.1				K01652
WP_256478963.1				K00274
WP_256478964.1				
WP_256478965.1				K07506
WP_256478966.1				
WP_256478967.1				K03168
WP_256478968.1				
WP_256478969.1				K00383
WP_256478970.1				
WP_256478971.1				K01118
WP_256478974.1				
WP_256478975.1				K03086
WP_256478976.1				K07494
WP_256478977.1				K11645
WP_256478978.1				
WP_256478979.1				K21495
WP_256478980.1				
WP_256478981.1				
WP_256478982.1				K00382
WP_256478983.1				
WP_256478984.1				
WP_256478985.1				
WP_256478990.1				K07480
WP_256478991.1				K07480
WP_256478992.1				K00986
WP_256478994.1				
WP_256478995.1				
WP_256478996.1				
WP_256478997.1				K07480
WP_256478998.1				K07480
WP_256479000.1				
WP_256479001.1				K07494
WP_256479002.1				K00986
WP_256479003.1				
WP_256479005.1				
WP_275983353.1				K00633
WP_275983354.1				K02031,ko:K02032
WP_275983355.1				
WP_275983356.1				K03798
WP_275983357.1				K05584
WP_275983358.1				K02003
WP_275983359.1				K03325
WP_275983360.1				K11811
WP_275983361.1				
WP_275983362.1				K02500
WP_275983363.1				K05516
WP_275983364.1				
WP_275983365.1				K05516
WP_275983366.1				K10112
WP_275983367.1				
WP_275983368.1				K03149
WP_275983369.1				K00794
WP_275983370.1				
WP_275983371.1				K03087
WP_275983372.1				K06891
WP_275983373.1				K01951
WP_275983374.1				K01537
WP_275983375.1				K02650
WP_275983376.1				K02650
WP_275983377.1				K00978
WP_275983378.1				
WP_275983379.1				
WP_275983380.1				K00433
WP_275983381.1				
WP_275983382.1				
WP_275983383.1				K02276
WP_275983384.1				K00661
WP_275983385.1				K21903
WP_275983386.1				K14652
WP_275983387.1				K00567
WP_275983388.1				K05516
WP_275983389.1				
WP_275983390.1				K09767
WP_275983391.1				K06995
WP_275983392.1				
WP_275983393.1				
WP_275983394.1				K02708
WP_275983395.1				K02003
WP_275983396.1				K21498
WP_275983398.1				K14645
#Chroococcidiopsis_sp._TS-821_(cyanobacteria)
WP_006276978.1					K02518
WP_015186531.1					
WP_015186772.1					
WP_015186838.1					
WP_015187138.1					K08696
WP_015187198.1					
WP_015187419.1					K02948
WP_015187421.1					K02919
WP_015187437.1					K02890
WP_015187438.1					K02965
WP_015187504.1					K02094
WP_015187511.1					K02110
WP_015187576.1					K02658
WP_015188033.1					
WP_015188348.1					
WP_015188467.1					K02723
WP_015188469.1					
WP_015188606.1					K21561
WP_015188609.1					
WP_015188789.1					K02715
WP_015188793.1					K02970
WP_015188880.1					K05574
WP_015188885.1					K02713
WP_015188895.1					
WP_015189135.1					K09780
WP_015189143.1					K02963
WP_015189157.1					
WP_015189173.1					K21904
WP_015189261.1					K02902
WP_015189307.1					
WP_015189441.1					K09951
WP_015189585.1					K02691
WP_015190070.1					K02950
WP_015190535.1					K19032
WP_015190616.1					K02640
WP_015190765.1					
WP_015190968.1					
WP_015328517.1					
WP_015328518.1					
WP_015328522.1					K03839
WP_015328523.1					
WP_015328524.1					
WP_015328527.1					K07213
WP_015328528.1					
WP_015328529.1					
WP_015328530.1					
WP_015328531.1					
WP_015328532.1					
WP_015328533.1					
WP_015328534.1					
WP_015328535.1					K00383
WP_015328536.1					
WP_015328537.1					
WP_015328538.1					
WP_015328539.1					
WP_015328540.1					
WP_015328542.1					
WP_015328546.1					
WP_015328548.1					K15727
WP_015328549.1					K11326
WP_015328550.1					
WP_015328552.1					
WP_015328553.1					
WP_015328554.1					
WP_015328556.1					K11330
WP_015328558.1					
WP_015328560.1					
WP_015328561.1					K07052
WP_015328562.1					K16264
WP_015328563.1					
WP_015328564.1					
WP_015328565.1					K01534
WP_015328566.1					K21903
WP_015328567.1					K11328
WP_015328568.1					K11330
WP_015328569.1					K11327,ko:K15727
WP_015328570.1					K11326
WP_015328571.1					K03088
WP_015328572.1					K01118
WP_015328573.1					
WP_015328574.1					
WP_015328576.1					
WP_015328577.1					
WP_015328579.1					
WP_015328580.1					K07785
WP_015328581.1					
WP_015328582.1					K03699
WP_015328586.1					K07238
WP_015328587.1					K09771
WP_015328590.1					
WP_015328591.1					
WP_015328592.1					K07238
WP_015328593.1					K02636
WP_015328595.1					
WP_015328596.1					
WP_015328597.1					K03744
WP_015328600.1					
WP_015328601.1					K19058
WP_015328602.1					
WP_015328603.1					
WP_015328608.1					K03496
WP_015328609.1					K03497
WP_015328610.1					
WP_015328611.1					K03168
WP_015328612.1					
WP_015328613.1					
WP_015328614.1					
WP_015328615.1					
WP_015328616.1					
WP_015328617.1					
WP_015328618.1					
WP_015328619.1					
WP_015328620.1					
WP_015328621.1					K01144
WP_015328622.1					K02338
WP_015328623.1					K02343
WP_015328624.1					K02340
WP_015328625.1					
WP_015328626.1					K06877
WP_015328628.1					
WP_015328629.1					
WP_015328630.1					
WP_015328631.1					K07075
WP_015328634.1					K03205
WP_015328635.1					
WP_015328636.1					
WP_015328638.1					
WP_015328640.1					
WP_015328641.1					
WP_015328642.1					
WP_015328644.1					
WP_015328645.1					
WP_015328646.1					
WP_015328647.1					
WP_015328648.1					
WP_015328649.1					
WP_015328652.1					
WP_015328653.1					
WP_015328654.1					
WP_015328655.1					
WP_015328657.1					
WP_015328659.1					
WP_015328660.1					
WP_015328661.1					
WP_015328662.1					
WP_015328664.1					K19159
WP_015328665.1					K19158
WP_015328666.1					
WP_015328669.1					
WP_015328670.1					K06919
WP_015328673.1					
WP_015328674.1					
WP_015328675.1					
WP_015328676.1					
WP_015328677.1					
WP_015328678.1					
WP_015328679.1					
WP_015328680.1					
WP_015328681.1					
WP_015328682.1					K03496
WP_015328684.1					K04763
WP_015328685.1					
WP_041918665.1					
WP_041919564.1					K07506
WP_041919568.1					
WP_041919569.1					K02484
WP_041919617.1					
WP_051038540.1					K07497
WP_071882461.1					
WP_071882462.1					
WP_071882463.1					
WP_071882464.1					
WP_071882466.1					
WP_073547617.1					K02970
WP_073548856.1					K02712
WP_073548976.1					K02878
WP_073549123.1					K02916
WP_073549126.1					
WP_073549899.1					
WP_073550002.1					K09747
WP_073550518.1					
WP_099702326.1					K03060
WP_099702568.1					
WP_099702841.1					K01653
WP_099703042.1					
WP_104544909.1					K01179
WP_104544910.1					
WP_104544911.1					
WP_104544912.1					K03328
WP_104544914.1					
WP_104544915.1					K04079
WP_104544916.1					
WP_104544917.1					
WP_104544918.1					
WP_104544919.1					K02456,ko:K02457,ko:K02458,ko:K02459,ko:K02655,ko:K10926
WP_104544920.1					
WP_104544921.1					
WP_104544922.1					
WP_104544923.1					
WP_104544925.1					
WP_104544926.1					
WP_104544927.1					
WP_104544928.1					K00700
WP_104544929.1					
WP_104544930.1					
WP_104544931.1					K03587
